DER_mass_MMC DER_mass_transverse_met_lep DER_mass_vis DER_pt_h DER_deltaeta_jet_jet DER_mass_jet_jet DER_prodeta_jet_jet DER_deltar_tau_lep DER_pt_tot DER_sum_pt DER_pt_ratio_lep_tau DER_met_phi_centrality DER_lep_eta_centrality
 110.952   58.092   79.204   13.349    3.353  476.385   -2.446    2.723   23.678  252.553    1.784   -1.313    0.808
 112.065    8.411   75.390  201.293    3.334  547.107   -2.765    1.001    3.869  375.401    0.756    1.155    0.804
 157.610    1.909   86.494  108.896    0.046   29.963    8.211    2.443   24.946  180.820    1.294    1.042    0.000
  87.910   10.898   44.709  184.637    3.651  779.752   -3.219    1.047   76.904  421.501    1.292    0.648    0.922
 124.646    2.863   70.945   60.161    3.256  325.551   -2.287    2.764   68.356  238.677    1.112    1.117    0.998
 137.263   10.774   97.554   22.831    0.625   66.392    1.142    2.730    3.655  158.489    0.799   -1.209    0.407
 140.922    3.799   85.420   39.721    0.296  208.134    0.128    2.479   17.221  310.875    0.410    0.704    0.994
  98.005    5.647   73.973  116.630    0.087   56.545    9.848    1.834    9.896  237.636    4.197    0.873    0.000
 103.700   85.352   74.584   47.705    1.430  102.228    1.873    2.338   50.350  164.779    1.737    0.836    0.210
 105.239    6.329   62.355   63.868    4.897  603.786   -5.996    2.372   72.996  177.330    1.072    1.170    0.653
 125.392    1.787   61.696  174.006    3.256  418.962   -2.227    1.735    1.940  249.808    1.849    1.105    0.896
  82.064   12.207   51.823  165.665    1.576  539.768   -0.338    1.065   86.257  632.471    0.325    1.336    0.877
 134.899    4.305   93.243   65.199    3.696  250.904   -3.081    2.403    2.949  177.627    1.326    0.837    0.824
 122.881   25.316   94.932   84.483    0.931   82.258   -0.152    1.957   24.790  220.239    1.753    1.413    0.000
 104.521   45.790   78.637   93.971    4.292  382.542   -3.148    1.733   41.364  179.539    0.774    0.167    0.763
  84.827   19.096   59.054   64.355    2.571  165.445   -1.385    2.052  125.067  157.367    2.069    1.411    0.930
  94.173   31.959   74.256   77.322    5.794  914.024   -7.197    1.746    1.505  195.975    2.004    0.758    0.735
 174.713    7.297   77.634  166.152    4.790  547.113   -5.588    2.084   79.122  173.148    1.091    1.111    0.999
 125.955   31.928   67.841  112.004    5.535 1464.998   -6.605    2.092   19.314  268.110    1.215    1.357    0.287
  83.670   12.662   52.745   71.079    3.396  369.857    2.024    1.827   64.729  242.186    0.676    1.321    0.342
 105.492    1.776   85.557  153.613    1.634  156.631    0.390    1.073   35.515  398.879    0.661    1.159    0.646
 108.948    1.788   40.985  224.379    1.241  216.757   -0.011    1.016   52.850  382.088    0.508    1.090    0.065
 101.507   33.241   65.303   63.281    0.251  167.014    4.552    2.284   49.907  225.535    0.979    1.318    0.000
  81.988   86.280   68.512  168.605    4.873  658.581   -5.695    0.886   52.817  305.031    0.717    0.039    0.737
 142.372    8.607  105.560   89.603    1.527  266.387    0.055    1.847    3.767  353.864    0.568    0.597    0.760
 129.438   62.861   68.065  161.214    0.866  120.236    0.327    1.760    5.374  280.522    0.378    1.221    0.004
 118.658    7.708   90.807  254.445    6.307 2129.356   -8.195    0.888    3.309  458.904    1.460    1.347    0.953
 159.195   47.831   80.975  113.834    2.988  345.585    2.268    2.242   24.381  264.816    0.650    1.411    0.480
 107.300   11.165   61.305   99.912    4.823  561.999   -1.975    1.678    3.679  188.755    0.739    1.223    0.689
 121.699    1.543   69.868   87.426    3.686  299.563   -0.682    2.359    7.957  172.635    1.436    0.957    0.822
 128.509   30.314   91.108   48.508    3.837  265.101   -1.132    2.586   22.971  153.239    1.222   -0.639    0.823
 125.174    4.011   87.864   57.142    0.181  161.863    0.322    2.976   54.635  258.159    1.903    1.269    0.000
  81.420    7.105   35.642  224.231    1.500  137.119   -0.513    0.753    5.401  321.226    0.556    1.326    0.997
  87.882   29.408   61.921   75.616    0.649  611.148   -0.090    1.709   19.304  648.497    1.197    0.184    0.000
 126.026   16.049   81.651  131.294    0.798   84.819    0.278    1.753    5.913  246.836    1.640    0.727    0.000
 115.156   18.064   76.566   23.784    3.734  249.870   -1.942    3.054    0.665  144.558    0.896    1.407    0.984
 314.983  118.115  174.757   36.504    2.067  132.367   -1.021    3.482   20.250  202.896    1.450    1.046    0.012
 100.193    6.201   65.332  104.557    1.321   81.112    2.713    1.699    5.979  180.889    1.089    1.392    0.080
 121.894   14.311   78.942   51.230    1.100  104.002    6.918    2.106    9.022  191.928    0.528    0.225    0.004
 131.021    8.559   84.033   49.033    1.620   94.961   -0.500    2.870   28.731  134.069    1.158    1.255    0.833
 431.852    8.482  223.045  153.072    2.115  180.269   -0.516    3.549    3.847  236.193    0.979    1.236    0.307
 123.404   20.392   62.788  115.638    4.072  737.858   -2.890    1.877   12.827  299.984    0.686    1.363    0.676
 100.996   11.104   55.270   61.219    4.448  318.656   -4.562    2.688    2.164  126.506    1.209    1.307    0.808
  77.397   20.136   47.171   60.789    6.261 1183.724   -9.454    2.264    1.393  166.661    1.512    1.363    0.828
 107.535   12.781   69.843   20.367    4.363  360.453   -4.759    3.249   29.695  137.776    0.869    1.403    0.596
 317.686   47.800  190.167  135.967    0.658   75.974    2.093    3.166   41.384  306.607    1.195   -1.335    0.255
 105.380    7.416   56.953  113.609    1.678  120.804    0.906    1.576   28.223  218.526    0.686    1.156    0.001
 107.097   71.915   60.270   19.553    5.926  732.116   -7.475    3.110    1.206  140.087    2.167   -1.414    0.985
  90.681   19.148   44.408  261.271    2.761  385.546    0.144    0.820   12.880  399.582    1.436    1.332    0.409
 142.762  117.296   70.837   65.926    1.348   64.614    1.031    2.186   39.923  163.984    2.587    0.746    0.714
 138.824    0.185   94.320  142.826    1.657  396.927   -0.549    1.619   58.873  515.083    1.228    1.004    0.628
 117.300   36.857   46.751  154.886    4.941  704.073   -5.709    1.441   27.140  207.103    0.602    1.412    0.925
  64.057   58.567   48.374   75.739    0.618  133.327    4.319    1.437   45.720  266.178    2.021   -0.253    0.000
 243.098   80.682  207.533   78.331    3.289  188.493   -1.995    3.102   27.687  170.176    1.795   -0.058    0.763
  88.894    9.606   58.399  293.513    0.501  253.977    3.434    0.614  104.453  614.045    1.301    0.841    0.734
 132.783   29.570   45.071  141.665    0.446   54.472    0.959    1.882   45.201  222.916    1.475    1.336    0.244
 122.752   30.420   87.072  116.825    0.082  113.942    0.515    2.775   26.019  265.328    4.133    1.373    0.000
  98.514   57.542   68.778  196.541    0.718  590.468   -0.051    1.012   29.945  787.031    0.454    0.794    0.053
 107.610  150.614   95.998   85.621    0.043   25.846    4.177    1.975   56.685  229.649    5.536   -1.404    0.000
  86.600   37.572   58.697   48.832    0.689  106.595    7.788    2.891   52.979  199.880    1.869   -1.403    0.000
  65.256   30.379   41.670  177.258    0.156  222.415    0.542    0.954    8.297  378.367    3.276    0.956    0.095
 130.923   17.926   62.670  189.411    1.093  143.039   -0.206    1.357   20.134  302.577    0.648    1.396    0.201
 217.408    2.738  121.895   89.267    0.860  144.820    0.607    3.099    9.239  239.771    1.187    0.914    0.000
 110.282   42.512   76.464   69.262    1.840  149.201   -0.064    2.336   36.762  230.517    0.466    1.199    0.055
  66.776    2.131   41.162  146.425    1.655  243.436   -0.679    0.866   69.771  373.203    0.524    0.920    0.496
 133.788   55.773  101.521  159.861    2.253  264.803    1.150    1.374   62.086  316.057    1.288    0.891    0.174
 108.482    9.942   72.054   27.348    0.634   65.329   -0.024    3.137   25.873  129.832    1.210   -1.089    0.000
 116.051   11.083   71.767  157.559    0.364   86.681    0.298    1.315    2.854  294.080    0.855    1.184    0.012
  91.150   28.567   52.077   64.729    0.388   88.736    0.170    2.879    7.377  161.096    1.625    1.403    0.000
  82.811   24.555   56.052   25.252    0.241   83.540    0.374    2.901    6.153  143.179    1.164    1.413    0.995
 151.782  109.331  111.295   30.561    1.738  107.044   -0.753    2.641   33.543  191.483    2.676   -1.086    0.973
 149.000   83.017  141.917   16.617    0.496   78.538    4.062    3.475   28.796  132.786    1.413   -1.125    0.232
 247.614   36.967  170.983  137.206    0.251  102.340    1.088    2.822   58.044  322.458    1.923   -0.659    0.005
  90.456   22.553   57.768  169.623    4.039  855.086   -3.340    1.120    1.376  392.202    1.781    1.315    0.648
 133.477    3.669   99.223  227.121    2.243  365.016    2.278    1.223    3.539  440.917    2.495    0.949    0.094
  92.211   66.726   71.583   31.962    0.759  113.067    3.506    1.948    2.812  193.774    0.902   -1.284    0.000
 111.968   37.152   76.735   45.048    1.448  126.722    0.732    2.711   14.605  191.496    1.161    1.413    0.313
 189.176    2.010  135.503   64.976    0.112   94.629    0.427    3.351   30.177  156.102    1.869    0.874    0.000
 124.684   47.669   80.931  109.939    1.967  228.344    3.814    2.118   33.476  261.655    1.893    1.403    0.000
 511.056   22.273  414.651  403.866    0.484  124.438    0.026    3.047   72.153  765.463   10.332    1.258    0.000
 100.534   30.218   66.074   37.615    0.244   85.788    2.589    2.592   37.430  191.561    0.652    1.400    0.000
  75.241   45.476   60.566  132.531    2.210  310.937    0.293    1.071   51.295  448.398    3.913   -0.006    0.084
  73.285    2.137   50.296  400.115    0.208  265.284    0.181    0.489   37.874  797.815    4.319    0.959    0.041
 134.921  148.901  116.419   33.330    2.829  348.081    0.118    2.249   70.583  406.774    3.078   -1.231    0.786
  64.096   85.828   56.403   60.719    1.282  125.951    7.824    1.634    2.582  207.712    3.195   -1.231    0.376
 157.017    2.001   97.361   37.115    2.228  202.438   -1.180    2.948    0.605  234.563    0.366    1.256    0.880
 140.061   93.549   72.322   47.621    0.268  281.920    0.587    2.698   48.397  436.814    1.669    1.238    0.000
 120.682   12.433   63.436   61.876    2.604  375.050   -1.155    2.486    9.111  258.033    0.686    1.291    0.017
  42.952  107.002   35.268   60.432    1.916  153.579   -0.824    0.879   69.646  204.915    3.469   -0.695    0.000
 134.050   12.635   91.901   49.837    0.025   66.788    0.777    2.648    2.791  176.825    1.231   -0.261    0.000
  89.410   71.117   68.760   27.257    1.415  168.824    1.784    2.313    1.530  198.371    1.490   -0.916    0.000
  91.601   19.354   63.796  287.494    5.124 1867.268   -5.098    0.609   13.126  535.835    0.823    0.693    0.640
 115.146   41.435   70.557  164.144    0.917   81.094   -0.181    1.332   36.292  290.815    0.548    1.396    0.000
  86.644   24.574   70.331   92.011    3.207  214.529   -1.082    1.576    2.851  188.878    3.054   -0.231    0.565
  71.227   45.660   55.315   61.697    0.668   47.573    0.967    1.627    2.138  146.189    1.849    0.259    0.731
 125.583   48.060   90.530   17.950    3.312  452.235   -2.041    3.098    2.734  257.153    1.212    1.414    0.619
  52.492   71.866   26.210  156.497    1.700  206.275    4.398    0.850   37.243  295.335    0.730    0.408    0.216
  81.952   38.978   55.426   15.399    1.683  101.993   -0.203    2.867   17.979  127.073    1.438    1.325    1.000
 103.055    8.220   75.303  162.310    0.498  307.480    3.332    1.076    2.757  479.515    0.785    1.219    0.000
 144.036   29.911   96.214   56.487    6.727 2097.963  -11.276    2.682   36.346  280.738    1.110    1.396    0.937
  83.411   44.072   55.530  129.064    1.963  175.773   -0.505    1.171   48.840  264.802    1.120    1.249    0.002
 114.135   25.876   76.360   67.722    2.810  289.873   -1.679    2.429    3.019  202.446    1.609    0.046    0.945
  90.591   42.888   65.745   61.528    5.507 1002.731   -7.540    1.775   24.319  262.814    0.898    0.146    0.746
 144.485   58.760  101.499   53.347    2.957  220.550    1.274    2.823   27.155  186.700    0.565   -0.942    0.992
 147.555    9.019   83.772   61.415    3.605  448.499   -3.213    3.233    3.489  201.414    1.396    0.439    0.437
 313.679  103.061  174.577   52.641    0.709   82.284   10.924    3.421    9.493  197.325    1.179    1.194    0.000
 108.917   35.631   71.696   42.879    4.942  359.716   -6.055    2.773    5.057  132.445    0.893    1.413    0.915
 123.481   27.074   83.820  130.750    2.459  404.338   -1.489    1.521    3.535  355.492    0.923    1.378    0.842
 154.429   25.863   98.384  107.667    0.370  243.850    0.536    2.446   32.031  338.642    1.665    0.874    0.000
 101.409   31.215   62.826   67.885    4.577  371.597   -2.307    2.287    7.842  144.577    1.260    1.401    0.793
 155.455   38.326  110.229   51.879    5.211  617.670   -5.797    2.558    1.712  210.088    1.031    1.414    0.940
 229.065   61.293  184.321   42.503    3.294  259.522   -2.218    3.108    6.029  204.287    0.847   -1.389    0.041
 108.260   17.331   72.428   41.037    0.381   79.273    4.669    3.033   44.947  143.534    1.556    1.395    0.000
 190.514   33.477  135.650  109.923    0.434   31.847   -0.019    2.319   30.683  249.308    0.725    1.393    0.000
 111.787   25.771   68.072  102.997    7.341 2107.879  -13.171    1.784    1.181  196.401    1.070    1.396    0.961
  79.723   80.784   61.862   44.836    2.933  190.958    5.297    2.013   38.756  147.123    1.388   -0.528    0.930
 156.640   53.087  106.355  267.513    1.064  253.703   -0.274    2.380   28.406  514.317    7.551    0.048    0.971
 110.274   19.452   78.387   57.891    0.386   37.051    1.665    2.167   59.298  233.483    1.053    1.412    0.000
 107.917    8.108   58.667   93.033    4.573  440.814   -5.075    2.741    3.979  157.425    2.066    1.234    0.998
 104.714   62.269   81.111   85.941    1.249  231.686    1.899    1.714   37.798  329.706    1.235   -0.029    0.041
  74.156   11.837   45.753  143.887    0.977   81.125    0.639    0.985    2.247  240.854    0.786    1.291    0.000
  76.774   70.619   58.835   90.513    1.847  550.501   -0.853    1.254  144.445  996.864    3.189   -1.102    0.404
 189.806   33.883   61.577  182.216    3.178  707.338   -2.252    2.147   84.069  450.669    1.549    1.402    0.777
  78.293   58.113   62.683   37.473    1.050   90.749    0.448    1.667    2.154  169.665    1.280   -1.387    0.000
 216.349   74.416  125.348   59.948    0.610   59.920    1.378    3.362   54.379  200.602    0.946    1.409    0.000
 115.268   69.153   61.344   79.999    2.976  372.016   -1.369    2.238   18.035  304.968    0.952    1.137    0.780
  57.289    9.635   38.104   81.351    0.044  110.308    0.289    1.350   27.651  196.554    1.655    0.714    0.000
 106.728  104.983   77.146   66.731    0.691   87.539    2.286    1.994   50.669  255.636    1.444    0.051    0.525
  92.600  111.640   66.803   61.726    0.879  129.964   -0.169    2.009   18.676  227.752    2.362    0.275    0.000
 158.043   11.781   95.275   57.215    2.504  174.856    0.332    2.521   45.398  181.579    0.564    0.483    0.413
 134.556   36.937  105.157   84.559    4.317  565.311   -4.658    1.807    1.194  270.685    1.072   -0.118    0.980
 147.176    8.294  102.516  134.825    1.117  154.668    3.956    1.829   35.134  388.723    1.648    0.865    0.000
 132.368   11.820   90.954   25.679    4.979  452.488   -5.255    3.073    1.068  167.468    0.460   -1.407    0.509
  86.515   25.998   43.878   92.661    4.404  554.680   -4.767    1.785    0.289  183.675    1.054    1.414    0.552
 132.943   24.306   79.753  119.356    1.523  172.836   -0.450    1.858   44.241  339.329    0.324    1.402    0.739
  90.453    0.134   64.353  193.803    1.652  297.346   -0.662    0.890   77.723  453.848    1.431    0.997    0.859
 129.520   10.703   68.548   54.131    5.432  491.176   -7.075    2.774    0.911  135.085    0.797    1.317    0.935
 117.387   19.568   67.173  224.969    2.424  364.339   -0.404    1.168   18.825  395.975    0.219    1.353    0.858
 100.316   19.027   74.665   72.003    1.335   79.456    1.180    1.667   25.647  200.907    0.921    0.172    0.434
 134.739   86.847   63.124   87.796    7.269 1722.381  -13.196    2.349    0.095  158.053    1.022    1.116    0.961
  94.466   24.405   61.124  110.360    0.084   70.492    0.024    1.701    6.400  219.781    2.139    1.330    0.000
 123.459    1.128   75.387  173.164    0.528  115.902    4.167    1.364   71.771  303.898    1.387    1.016    0.013
 100.070   82.561   74.050   39.426    1.885  172.360   -0.646    2.232   17.481  204.517    1.916   -0.283    0.520
 116.956    6.872   64.866   60.287    4.774  982.550   -5.650    2.724   34.699  275.551    1.173    0.664    0.527
  58.477   48.259   43.875   83.384    0.588  203.584    1.917    1.213   33.832  478.614    3.025   -0.199    0.000
 142.439   34.183   99.376   26.594    4.615  439.350   -4.388    3.086    1.282  175.963    0.648   -1.396    0.663
 315.687   76.544  194.306  154.711    1.695  230.905   -0.143    2.757   58.474  387.625    1.980    1.413    0.027
  68.683    3.002   24.296  242.761    0.806   55.020    1.162    0.888  122.004  276.135    1.525    1.414    0.000
 274.174   80.975  162.371   69.832    0.337  213.695    1.551    3.163   44.065  428.002    1.893    1.411    0.000
 149.349    0.006  106.162   30.171    3.044  284.898   -2.062    2.973   20.486  225.164    1.292    0.999    0.951
 124.296   17.589   91.467   23.620    1.098  121.971    5.763    3.529   31.059  206.401    2.207   -1.386    0.583
  80.310    1.938   30.420  172.791    3.011  476.960   -1.879    1.205   27.704  281.528    1.368    0.808    0.684
 107.249    6.928   72.176   27.758    5.285  643.541   -6.580    2.730   31.525  236.111    0.964    0.022    0.975
 115.255   30.634   68.012  345.128    0.438   80.013    0.195    0.679    1.858  544.647    0.726    1.270    0.000
 152.769   90.721   94.563   93.645    1.730  124.510   -0.648    2.032   42.232  261.874    2.175    1.217    0.302
 114.667   20.314   83.567   31.022    0.482   66.329    7.961    3.052   34.773  132.729    1.887   -1.354    0.001
 136.969   12.883   87.847  162.536    3.718  553.508   -3.243    1.544    6.071  300.922    1.305    0.205    0.658
 129.187  116.705   65.102  140.349    0.967  110.405   -0.229    1.481   21.590  263.620    3.311    0.898    0.980
 132.769   13.692  106.933  118.299    0.868   47.386    4.663    1.517   25.181  252.322    1.173    0.432    0.420
 137.891    1.979   93.346   60.900    5.184  687.336   -6.583    2.366    3.726  198.771    0.924    0.929    0.550
  84.950   54.108   58.637   34.646    0.103  358.753    1.155    2.865   98.094  509.079    1.532   -1.414    0.000
 180.057   74.437   83.896   77.631    0.724  187.549    1.472    2.895   55.519  306.492    1.895    1.392    0.014
 120.161    5.515   61.152  266.409    0.969  289.623    1.618    0.937   11.885  594.186    1.012    0.921    0.036
 781.381   57.537  173.232  326.555    2.321  461.540   -1.292    3.127    3.604  476.146    1.609    1.311    0.007
 122.704   29.027   41.882  219.749    0.274   54.423    1.050    1.150   26.621  273.207    1.370    1.394    0.719
 111.044   57.275   79.327   40.305    2.350  149.431    0.864    3.109    3.215  168.300    0.766   -1.414    0.985
 128.942   15.631   66.963   61.985    5.349  590.175   -6.581    2.418   19.916  156.128    0.551    1.329    0.509
 204.510   11.713  118.360   35.555    0.817   35.553    0.116    2.845   35.357  223.602    0.336   -0.458    0.002
  96.781   14.549   62.985  138.896    0.257  166.183   -0.013    1.381   44.552  308.319    1.300    0.198    0.000
  87.960    9.075   57.137  426.181    2.800  558.950   -1.686    0.427   29.111  726.505    1.269    1.179    1.000
 153.973   13.539   78.583   94.187    0.293   93.461    6.921    2.285   49.601  225.883    0.704    1.238    0.000
 123.369   27.230   71.920  103.197    1.176  232.535    2.002    1.881   45.121  280.521    0.672    0.353    0.017
 123.898   18.004   87.379   80.264    5.845  613.310   -8.539    2.747   26.256  166.407    2.702    1.351    0.974
 102.631   10.024   66.410  121.851    1.983  114.530    0.255    1.708   26.202  185.976    2.191    1.185    0.158
  88.901   26.645   61.483  182.968    0.813  135.163    4.957    0.907   27.067  377.061    0.765    1.408    0.478
 137.587   74.878   92.161  108.522    1.629  160.400   -0.085    2.061   53.514  262.805    2.612    0.886    0.984
 183.191   71.221  146.480   17.289    0.780   71.212    5.719    3.103   25.457  174.170    1.073   -1.410    1.000
  91.387   15.107   66.297  129.789    3.123  593.145   -0.395    1.302   25.940  364.064    0.299    1.319    0.131
 117.000   25.763   30.093  357.613    4.145 1714.714   -3.802    0.793  129.584  556.582    0.543    1.411    0.174
 128.647    7.725   75.758  107.036    0.182  219.472    0.385    1.751   44.473  384.409    0.670    0.828    0.000
 179.126   13.234  102.494  137.898    3.345  233.354   -2.683    1.850   55.427  221.455    0.574    1.197    0.930
  90.288    0.926   53.014  141.424    3.453  487.171   -2.608    1.346   69.521  328.697    1.754    0.954    0.156
 115.227   11.682   71.330   99.420    0.653  109.966    0.266    1.908   97.562  260.391    1.123    1.219    0.000
  82.432    2.184   49.232  112.969    1.152  325.165   -0.168    1.304   27.089  374.432    0.731    0.944    0.941
 112.683   78.727   61.445   20.074    2.549  235.840   -0.245    2.865   26.002  186.142    1.991    0.482    0.452
  74.810   29.827   51.913   90.267    5.787 1081.610   -8.370    1.416   36.297  231.720    0.716    0.736    0.973
 246.588   65.063  181.917   64.765    0.739  199.957    1.099    2.516   28.364  445.062    0.982   -1.108    0.052
 135.305   22.493   91.763  103.171    4.018  842.452   -3.889    2.445   30.264  332.169    2.438   -0.012    0.462
 121.927    4.889   82.985  234.559    3.964  897.342   -3.307    1.171   74.188  476.387    0.204    1.191    0.506
 121.474   37.112   74.149   69.198    3.334  183.785   -2.689    2.542   12.586  134.207    0.960    1.413    0.969
  76.195    2.355   50.782   46.997    1.748  111.253    3.347    1.899   34.028  182.171    0.729    1.116    0.775
 113.698   33.381   91.538  345.305    1.750  217.438   -0.675    0.964   60.485  702.640    0.090   -0.095    0.500
 145.077   21.354   74.913  133.477    3.641  405.465   -2.805    2.149    6.264  208.474    1.622    1.278    0.930
 140.626    6.329   78.494  114.809    3.359  618.765   -2.158    3.005    3.807  328.406    1.927   -0.450    0.999
  84.255   20.295   48.623  106.618    2.245  225.207   -0.771    1.780    2.154  217.495    2.179    1.296    0.991
  76.724   53.425   57.395   47.036    1.736  138.640    0.670    1.722   49.213  205.648    0.561   -1.046    0.003
 113.721   13.732   50.531  143.673    0.481   36.311    1.006    1.549   33.940  184.115    0.786    1.220    0.000
 630.949  100.456  373.814   99.332    0.811  197.246    2.362    4.471   63.238  364.848    3.591    1.391    0.936
  66.128   85.281   52.894    9.377    0.785  108.406    0.899    1.952   16.023  200.455    2.105   -1.222    0.047
  82.328   59.194   63.059  158.356    2.096  281.277    3.673    0.895   12.052  364.848    1.375    0.478    0.006
 136.705    9.667   70.240  199.245    0.814   86.119    2.357    1.394    1.235  306.322    1.179    1.125    0.588
 112.402   32.006   68.472  253.274    3.628  701.629   -3.145    0.910   22.998  428.510    0.457    1.360    0.899
 153.806   91.192   92.915  253.023    3.727  858.784   -1.541    1.831   43.564  557.899    5.710    1.400    0.131
 121.218    4.733   44.220  254.705    3.097  884.520   -2.396    0.948    1.319  515.148    0.374    1.105    0.615
  97.902   51.166   70.705  113.233    4.504 1236.707   -3.847    1.555   26.926  348.885    0.532    0.066    0.088
 197.869   94.501  119.966   39.245    3.547  272.771   -3.028    2.787    4.748  223.792    2.147    1.231    0.566
 122.524    8.735   75.681  243.658    1.916  257.009   -0.883    0.966   17.437  419.129    1.136    1.113    0.199
  97.752    3.233   36.998  159.694    4.182  510.661   -1.480    1.698    6.659  207.829    1.337    1.052    0.645
 130.499   61.657   77.859   69.150    2.637  207.515   -0.491    2.528    2.882  179.975    0.880    1.225    0.075
 109.138   13.519   32.971  280.126    1.334  226.475    0.253    0.874    3.619  376.725    0.472    1.242    0.067
  87.469    2.049   62.839  111.941    1.973  111.566   -0.448    1.325   26.255  203.535    1.516    0.952    0.864
 129.079   28.196   89.233   32.586    5.050  923.794   -6.031    2.965    4.261  229.737    1.216    1.412    0.880
  95.007    5.495   64.083   89.295    2.308  180.288   -0.824    1.904   10.081  175.055    1.388    0.649    0.046
  82.070    5.208   43.552  283.020    0.185  161.563    0.027    0.782   28.953  435.143    2.581    1.072    0.526
 118.884   11.383   66.133  221.068    2.486  343.366    0.501    1.081    0.832  364.810    0.437    1.412    0.953
  98.512    2.666   48.171  140.188    2.877  301.381   -2.065    1.455   49.043  258.177    0.888    1.339    0.158
 124.320   36.050   76.273  335.675    3.825  803.683   -3.205    0.717   30.586  553.124    0.655    1.414    0.984
  86.259  100.536   67.389  182.132    0.629   84.623    0.947    0.903   42.915  433.817    2.076    0.212    0.045
  77.126   37.119   58.798   45.496    4.356  374.757   -4.314    1.835   34.691  151.469    0.689   -0.866    0.947
 130.885   26.822   96.123  111.713    3.229  259.767   -2.466    2.173   19.989  231.031    2.632    0.165    0.862
  97.668   34.337   75.317  182.531    0.746   69.635    1.141    1.489   70.528  346.961    6.564    1.362    0.982
 132.543   13.559   66.749  108.869    5.204  579.107   -6.456    2.323   34.348  159.608    1.286    1.223    0.592
  78.388   37.274   52.137   58.651    2.341  199.198   -1.238    1.955   37.054  219.327    0.979    1.146    0.095
  78.176   35.071   55.013    1.514    7.010 1271.133  -11.848    2.873   32.566  164.654    1.257   -1.405    0.992
  85.056    0.299   39.732  165.808    1.715  202.843    4.564    1.055    0.499  268.073    0.801    1.006    0.262
 102.695    5.208   77.500   53.618    1.998  221.017    3.022    2.587   45.824  276.042    2.852    0.093    0.045
 162.180   17.532  132.842  203.271    1.039  144.816    3.845    1.314   32.032  431.810    0.895    0.037    0.000
  64.384   57.329   51.685   83.194    4.133  439.718   -2.291    1.259   27.078  211.762    2.708   -0.540    0.589
  99.491    3.596   56.341   69.795    0.322   32.665    0.207    2.856   19.580  123.029    1.874    0.596    0.000
 169.655   82.490   71.647  176.096    0.756  130.781    5.338    1.795   32.706  352.154    0.947    1.258    0.075
 116.390   16.169   70.840   96.261    1.837  119.599   -0.422    2.597   32.694  202.233    2.471    1.272    0.000
  91.618   16.432   50.559   96.236    5.760 1013.558   -8.210    2.049    3.052  191.356    1.650    1.266    0.993
 125.163    0.900   57.113  169.229    0.994   88.467    0.068    1.871   32.293  241.294    2.033    1.015    0.027
